Handle;Title;Body (HTML);Vendor;Product Category;Type;Tags;Published;Option1 Name;Option1 Value;Variant Grams;Variant Inventory Tracker;Variant Inventory Qty;Variant Inventory Policy;Variant Fulfillment Service;Variant Price;Variant Compare At Price;Variant Requires Shipping;Variant Taxable;Variant Barcode;Image Src;Image Position;Image Alt Text;Gift Card;SEO Title;SEO Description;Google Shopping / Google Product Category;Google Shopping / Gender;Google Shopping / Age Group;Google Shopping / MPN;Google Shopping / Condition;Google Shopping / Custom Product;Variant Image;Variant Weight Unit;Variant Tax Code;Cost per item;Included / United States;Price / United States;Compare At Price / United States;Included / International;Price / International;Compare At Price / International;status;Unnamed: 43
armada-arv-84-short-2425;;;;;;;True;;143;0;shopify;0;Deny;Manual;2799.0;3999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg;;;;;;;;;;;
armada-arv-84-short-2425;;;;;;;True;;150;0;shopify;0;Deny;Manual;2799.0;3999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_146.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_146.jpg;;;;;;;;;;;
armada-arv-88-2425;Armada ARV 88 24/25;Dessa bindningar är speciellt designade för både all-mountain och freeride-skidåkning, vilket innebär att de presterar väl i olika miljöer. De är dessutom kompatibla med GripWalk-sulor, vilket gör dem mångsidiga och lättanvända.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;park;;True;längd;161;0;shopify;0;Deny;Manual;4549.0;6499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_139.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_139.png;;;;;;;;;;Active;
armada-arv-88-2425;;;;;;;True;;166;0;shopify;0;Deny;Manual;4549.0;6499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_101.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_101.jpg;;;;;;;;;;;
armada-arv-88-2425;;;;;;;True;;171;0;shopify;0;Deny;Manual;4549.0;6499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_039.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_039.jpg;;;;;;;;;;;
armada-arv-88-2425;;;;;;;True;;176;0;shopify;54;Deny;Manual;4549.0;6499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_172.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_172.png;;;;;;;;;;;
armada-arv-88-2425;;;;;;;True;;181;0;shopify;33;Deny;Manual;4549.0;6499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_122.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_122.jpg;;;;;;;;;;;
armada-arv-94-2425;Armada ARV 94 24/25;Armada ARV 94 24/25 erbjuder en balanserad kombination av mångsidighet och prestanda. Som en alpin skida för såväl nybörjare som erfarna skidåkare är den perfekt för vintersportentusiaster. Skidan, som är särskilt utformad för bra stabilitet, har en lätt konstruktion och hållbar design för alla slags vinteräventyr.Tack vare sin avancerade kärnuppbyggnad ger Armada ARV 94 en kraftfull respons och jämn flex, även på hårdare snöförhållanden. Den unika profilen och vridstyvheten säkerställer att du får en smidig åkning med god kontroll. Denna skida, som är designad för att möjliggöra snabb kant-till-kant prestanda, är också förstärkt med slitstarka material för att tåla både puckelpister och preparerade backar.Med sin Twin Tip-design erbjuder den flexibilitet för både parkåkning och all-mountain-äventyr, vilket gör den idealisk för åkare som vill utföra tricks eller ta sig an varierande terräng. Den progressiva uppbyggnaden maximerar åkkänslan och reducerar vibrationer, vilket bidrar till en stabil och komfortabel åkupplevelse även under längre sessioner.Armada ARV 94 24/25, som är skapad för att leverera i alla förhållanden, kommer att överträffa dina förväntningar när du vill ha en lekfull men kraftfull skida. Dess hållbara design, i kombination med innovativa insikter från både ingenjörer och professionella åkare, säkerställer att skidan inte bara ser bra ut utan även presterar på topp.Med pålitlig respons och mångsidig användning anpassar sig denna skida till dina behov, oavsett om du föredrar hårda pister eller orörd offpist. Armada ARV 94 24/25 kommer att bli din följeslagare på berget, redo att hantera alla utmaningar framöver och ge en förstklassig vintersportupplevelse.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Allmountain;;True;längd;164;0;shopify;0;Deny;Manual;4899.0;6999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_007.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_007.jpg;;;;;;;;;;Active;
armada-arv-94-2425;;;;;;;True;;171;0;shopify;0;Deny;Manual;4899.0;6999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_182.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_182.jpg;;;;;;;;;;;
armada-arv-94-2425;;;;;;;True;;178;0;shopify;0;Deny;Manual;4899.0;6999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_199.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_199.jpg;;;;;;;;;;;
armada-arv-94-2425;;;;;;;True;;185;0;shopify;0;Deny;Manual;4899.0;6999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_103.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_103.jpg;;;;;;;;;;;
armada-arw-84-short-2425;Armada ARW 84 (short) 24/25;När du vill behärska parken med stil är Armada ARW 84 (kort) 24/25 det perfekta valet. Dessa skidor, speciellt designade för yngre åkare som söker en lätt och responsiv upplevelse, kombinerar enkelhet med hållbarhet. Med låg vikt och stabil konstruktion erbjuder de överlägsen manövrerbarhet, vilket gör dem utmärkta för både nybörjare och mer erfarna skidåkare.Med en lätt men robust cap-konstruktion ger ARW 84 pålitlig prestanda som hanterar alla typer av terräng. Denna avancerade teknik, tillsammans med en profilerad shape som främjar bättre pop och kontroll, gör det lätt att hantera skidorna både i park och pipe. Med sin mångsidiga design är ARW 84 utformade för att leverera optimal upplevelse, oavsett om du landar tricks eller carvar ned för backen.För dig som älskar kreativ åkning erbjuder dessa skidor en bekväm och säker passform. De funktionella köregenskaperna hos ARW 84, kombinerade med ett elegant utseende, gör dessa skidor till ett förstahandsval. Oavsett om du är ute efter stil eller prestanda erbjuder Armada utmärkt kvalitet genom sina noggrant utformade skidor.Med en optimal balans mellan flexibilitet och styrka garanterar ARW 84 att du får en smidig och njutbar skidupplevelse under hela säsongen. De är det perfekta verktyget för att utforska och dominera parken, kuddriderna och de mer utmanande delarna av berget. Utnyttja de senaste teknologierna och materialvalen för att maximera din åkglädje. Välj Armada ARW 84 och upplev skidåkning på en helt ny nivå.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Junior;;True;längd;133;0;shopify;0;Deny;Manual;2799.0;3999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_021.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_021.jpg;;;;;;;;;;Active;
armada-arw-84-short-2425;;;;;;;True;;143;0;shopify;24;Deny;Manual;2799.0;3999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_042.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_042.jpg;;;;;;;;;;;
armada-arw-84-short-2425;;;;;;;True;;150;0;shopify;0;Deny;Manual;2799.0;3999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_045.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_045.jpg;;;;;;;;;;;
armada-declivity-92-ti-2526;Armada Declivity 92 Ti 25/26;Armada Declivity 92 Ti är en högpresterande allmountainskida designad för åkare som söker mångsidighet och stabilitet över hela berget. Med en midjebredd på 92 mm erbjuder denna skida en perfekt balans mellan kantgrepp på hårdpackad snö och flytförmåga i mjukare förhållanden.En äkta allmountainskida med riktigt bra fartsstabilitet. Declivity 92 Ti:s hel-längds titanal-konstruktion minskar vibrationer och förbättrar kantgreppet, medan rockern i spetsen ger mångsidig prestanda i varierande förhållanden.Konstruktion och design:Articulated Titanal Banding (ATB): Ett specialutformat titanal-lager som ger optimal balans mellan dämpning, kraftöverföring och kantgrepp. Detta resulterar i en skida med hög stabilitet vid höga hastigheter och utmärkt respons i både pist och varierad terräng.Poppel- och Caruba-kärna: En kombination av poppelträ för kraft och stabilitet samt Caruba-trä för minskad vikt och ökad smidighet. Detta ger en livlig och lättmanövrerad skida utan att kompromissa med styrka och prestanda.EST All-Mountain Rocker: En profil med camber under foten för maximalt kantgrepp och energiöverföring, medan en lätt rocker i spetsen förbättrar flytförmågan i mjukare snö och förenklar svänginitiering. Perfekt för åkning i varierande förhållanden.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Allmountain;;True;längd;172;0;shopify;0;Deny;Manual;8799.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_209.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_209.jpg;;;;;;;;;;Active;
armada-declivity-92-ti-2526;;;;;;;True;;180;0;shopify;16;Deny;Manual;8799.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_119.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_119.jpg;;;;;;;;;;;
armada-declivity-92-ti-2526;;;;;;;True;;188;0;shopify;11;Deny;Manual;8799.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_038.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_038.jpg;;;;;;;;;;;
armada-declivity-x-102-2526;Armada Declivity X 102 25/26;Armada Declivity X 102 är en revolution inom freeride-segmentet, designad för åkare som kräver mångsidighet, stabilitet och prestanda i alla typer av terräng. Med en helt ny konstruktion som inkluderar en poppelkärna och ATBX Titanal-lager erbjuder denna skida en perfekt balans mellan kraft, dämpning och livlighet.Den beprövade all-mountain-plattformen får nu ännu mer pop och respons, vilket gör att skidan känns både lekfull och stabil, oavsett om du tar dig an branta linjer, djup pudersnö eller hårda pister. ATBX Titanal-lagren bidrar till suverän vibrationsdämpning och kantgrepp, samtidigt som den lätta poppelkärnan säkerställer en smidig och energisk åkkänsla.Oavsett om du carvar på hårt underlag, flyter genom lössnö eller attackerar tekniska åk, levererar Declivity X 102 en kraftfull och dynamisk upplevelse för moderna freeriders.Konstruktion och design:ATBX Titanal-lager: Dessa Titanal-lager förbättrar vibrationsdämpning, kraftöverföring och kontroll i alla typer av terräng. Resultatet är en stabil och responsiv skida med ökad precision och stabilitet vid hög fart och i tekniska åk.Poplar Core: Kärnan i poppelträ ger en lätt men ändå kraftfull konstruktion, vilket resulterar i bra respons och livlighet utan att förlora på styrka och stabilitet. Denna balans ger en fantastisk allround-prestanda i både pisten och offpist.All-Terrain Chassis: En mångsidig design som erbjuder exceptionell prestanda på alla typer av terräng, från djup pudersnö till hård packad snö. Den förlänger skidans livslängd genom att optimera kraftöverföringen och säkerställa stabilitet under hela åkningen.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;allmountain;;True;längd;172;0;shopify;0;Deny;Manual;8999.0;8999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_024.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_024.jpg;;;;;;;;;;Active;
armada-declivity-x-102-2526;;;;;;;True;;180;0;shopify;77;Deny;Manual;8999.0;8999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_179.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_179.jpg;;;;;;;;;;;
armada-declivity-x-102-2526;;;;;;;True;;188;0;shopify;0;Deny;Manual;8999.0;8999.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_075.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_075.jpg;;;;;;;;;;;
armada-declivity-x-108-2425;Armada Declivity X 108 24/25;Armada Declivity X 108 24/25 är designad för att leverera exceptionell prestanda i offpist och freeride. Skidan är tillverkad för alpin vintersport och kombinerar lättvikt och hållbarhet för att möta de högsta kraven.Med en bred konstruktion på 108 mm under foten är Armada Declivity X 108 både stabil och responsiv i varierande snöförhållanden. Den innovativa designen ger utmärkt flyt i djupsnö medan den starka strukturen garanterar hållbarhet vid intensiv användning. En avancerad materialblandning förstärker skidan, vilket ökar hållbarheten utan att öka vikten.Den smalare profilen och det välbalanserade spannet säkerställer smidig manövrering och gör skidan enkel att kontrollera i tekniska terränger. Med en design som både är högpresterande och nytänkande, erbjuder Armada Declivity X 108 optimal flexibilitet och precisionskontroll. Skidans lätta egenskaper innebär att du kan njuta av längre åk med mindre ansträngning.Denna skida är speciellt skapad för den erfarna skidåkaren som söker en mix av kraft och mångsidighet. Perfekt anpassad för tuffa terränger, levererar Armada Declivity X 108 24/25 enastående prestanda och hållbarhet, och dess lättpackade konstruktion gör den till en idealisk följeslagare för alla offpist-äventyr.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;allmountain;;True;längd;191;0;shopify;0;Deny;Manual;6509.0;9299.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_061.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_061.jpg;;;;;;;;;;Active;
armada-declivity-x-108-2425;;;;;;;True;;184;0;shopify;90;Deny;Manual;6509.0;9299.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_040.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_040.jpg;;;;;;;;;;;
armada-declivity-x-108-2425;;;;;;;True;;176;0;shopify;0;Deny;Manual;6509.0;9299.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_163.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_163.jpg;;;;;;;;;;;
armada-edollo-2425;Armada Edollo 24/25;När du letar efter innovation och stil i skidbacken i vinter, kommer Armada Edollo 24/25 att imponera med både sin banbrytande teknologi och unika design.Dessa skidor, som har utvecklats med hjälp av proffsåkaren Henrik Harlauts passion och skicklighet, erbjuder överlägsen åkkomfort och hållbarhet under tuffa förhållanden. Modellen, som riktar sig till park- och freestyleåkare, är särskilt utformad för att hantera alla typer av tricks och stunts.Med en kärna av poppel och ask, som optimerar balans och flexibilitet, levererar Armada Edollo 24/25 en dynamisk åkupplevelse och ger dig full kontroll både i luften och på marken. Den progressiva flexen gör skidan lättmanövrerad och bidrar också till skonsammare landningar, vilket gör den idealisk för tekniska åkare.Med en AR Freestyle Rocker-profil, som kombinerar camber under foten för bra kantgrepp och en rocker i spets och bakände för enkelhet i svängar och tricks, erbjuder denna skida mångsidighet och respons. Den robusta konstruktionen gör att den klarar intensiva påfrestningar och minimerar risken för skador.EDOLLO är byggd för legenden som revolutionerade freestyle-skidåkningen. Det är en park slayer designad för maximal nose-pressability framtill med full camber under foten och genom tailen. Den är unik i sitt slag, precis som Henrik.Oavsett om du är en erfaren tävlingsåkare eller en entusiastisk amatör som söker en pålitlig och rolig åkupplevelse, kommer Armada Edollo 24/25 att uppfylla dina förväntningar och höja ditt skidåkande till nya nivåer.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;park;;True;längd;164;0;shopify;17;Deny;Manual;5249.0;7499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg;;;;;;;;;;Active;
armada-edollo-2425;;;;;;;True;;172;0;shopify;71;Deny;Manual;5249.0;7499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_124.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_124.jpg;;;;;;;;;;;
armada-edollo-2425;;;;;;;True;;180;0;shopify;98;Deny;Manual;5249.0;7499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_079.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_079.jpg;;;;;;;;;;;
armada-locator-104-2324;Armada Locator 104 23/24;Den perfekta skidan för riktig backcountry är den som är redo för allt och aldrig kommer att svika dig om förhållandena är alla ok, episka eller något däremellan. Det låter mycket som Armada Locator 104.Har du en flerdagars hyttetur inplanerad? Den lätta konstruktionen håller dig i gång på stighudarna. Ordentlig rocker fram och en något lägre bakända låter dig peka den nedför fallinjen eller kasta den i sidled i bottenlöst puder.När du behöver en skida med fokus på mycket snö och som kan gör allt övrigt med förutsägbar prestanda, då är Armada Locator 104 är redo.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Toppturs;;True;längd;170;0;shopify;85;Deny;Manual;4250.0;8499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_155.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_155.jpg;;;;;;;;;;Active;
armada-locator-104-2324;;;;;;;True;;178;0;shopify;0;Deny;Manual;4250.0;8499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_009.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_009.png;;;;;;;;;;;
armada-locator-104-2324;;;;;;;True;;186;0;shopify;0;Deny;Manual;4250.0;8499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg;;;;;;;;;;;
armada-locator-104-2324;;;;;;;True;;162;0;shopify;0;Deny;Manual;4250.0;8499.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_107.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_107.jpg;;;;;;;;;;;
armada-reliance-82-c-em10-2425;Armada Reliance 82 C + EM10 24/25;Armada Reliance 82 C + EM10 24/25 – Lätt och Livlig PistskidaArmada Reliance 82 C är en lätt och responsiv pistskida med 82 mm midja. Perfekt för åkare som vill ha snabba svängar och bra kontroll i preparerade backar.EgenskaperWoven Carbon Stringers – Kolfiberförstärkningar ger extra pop och livlighet.Caruba Core – Lätt träkärna för smidig och enkel hantering.EST All-Mountain Rocker – Rocker i tip och tail för bra flyt och grepp.EM10 Bindningar – Säker och pålitlig bindning, kompatibel med GripWalk.Teknisk specifikationMidja: 82 mmRadie: 15,4 m (vid 166 cm längd)Längder: 150 cm, 158 cm, 166 cm, 174 cmReliance 82 C + EM10 är ett perfekt val för åkare som söker en lätt, responsiv och stabil pistskida.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;allmountain;;True;längd;150;0;shopify;0;Deny;Manual;4559.0;7599.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_019.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_019.jpg;;;;;;;;;;Active;
armada-reliance-82-c-em10-2425;;;;;;;True;;158;0;shopify;0;Deny;Manual;4559.0;7599.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_093.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_093.jpg;;;;;;;;;;;
armada-reliance-82-c-em10-2425;;;;;;;True;;166;0;shopify;83;Deny;Manual;4559.0;7599.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_087.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_087.jpg;;;;;;;;;;;
armada-reliance-82-ti-2425;Armada Reliance 82 Ti 24/25;Armada Reliance 82 Ti är en slalomskida för åkare som älskar att carva med kraft och kontroll. Med en 82 mm midja ger den snabb kant-till-kant-övergång och stabilitet i hög fart.EgenskaperArticulated Titanal Banding – Titanalförstärkning för bättre dämpning och stabilitet.Poplar Core – Poppelträ ger en lätt och responsiv känsla.EST All-Mountain Rocker – Rocker i tip och tail för smidig åkning i varierande underlag.Teknisk specifikationMidja: 82 mmRadie: 15,4 m (vid 166 cm längd)Längder: 150 cm, 158 cm, 166 cm, 174 cmReliance 82 Ti är det perfekta valet för piståkare som söker en stabil och responsiv skida för fartfylld carving.;armada;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;allmountain;;True;längd;158;0;shopify;0;Deny;Manual;5279.0;8799.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_127.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_127.jpg;;;;;;;;;;Active;
armada-reliance-82-ti-2425;;;;;;;True;;166;0;shopify;11;Deny;Manual;5279.0;8799.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_114.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_114.png;;;;;;;;;;;
armada-reliance-82-ti-2425;;;;;;;True;;174;0;shopify;0;Deny;Manual;5279.0;8799.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_166.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_166.jpg;;;;;;;;;;;
